gvkeyFR,gvkey,year1,yearN
125176,125176,2005,2020
125214,125214,1993,1998
125234,125234,1999,2020
125274,125274,1998,2020
125276,125276,1997,2020
125277,125277,1997,2001
125279,125279,1997,2002
125315,125315,1998,2009
125357,125357,1994,2003
125360,125360,1997,2016
125376,125376,2000,2020
125434,162254,2003,2020
125461,125461,1995,2001
125474,125474,1998,2008
125524,125524,1994,2001
125531,032459,2016,2020
125533,125533,1998,2009
125595,125595,1998,2020
125599,125599,1998,2008
125600,125600,2001,2020
125601,125601,1998,2020
125604,125604,1998,2020
125654,125654,1994,2000
125795,133547,1998,2013
125975,125975,1997,2020
125994,125994,1999,2007
125996,125996,2015,2020
126020,126020,1998,2020
126039,126039,1998,2007
126056,126056,1998,2020
126122,126122,1998,2020
126136,126136,1998,2020
126137,126137,1993,2000
126296,126296,1997,2020
126297,179459,2003,2008
126298,126298,1994,2002
126318,126318,1998,2020
126322,126322,1998,2009
126417,126417,1997,2019
126420,126420,1996,1999
126423,126423,1998,2020
126454,002536,1983,2020
126455,126455,1999,2014
126495,126495,1995,2002
126497,126497,1994,2001
126554,126554,1997,2020
126597,012142,1984,2020
126600,126600,1998,2015
126615,126615,1997,2011
126616,126616,1997,1999
126678,126678,2010,2019
126694,126694,1996,2000
126719,126719,1999,1999
126734,126734,1998,2009
126775,126775,2002,2013
126874,126874,1994,2001
126894,126894,1995,1999
126934,126934,1997,2003
127034,127034,1999,2020
127075,181290,2006,2020
127094,127094,1998,2017
127114,127114,1998,2020
127174,127174,1996,2005
127179,127179,1997,2013
127234,127234,1997,2010
127275,127275,1994,1999
127279,127279,1998,2006
127281,127281,1996,2000
127282,127282,1997,2014
127377,127377,1999,2020
127378,127378,1998,2003
127384,127384,1994,2003
127436,127436,1998,2006
127438,127438,1996,2005
127455,004145,1955,2020
127464,127464,1998,2005
127481,127481,1998,2012
127514,127514,1997,2020
127575,127575,1994,2001
127736,127736,2000,2003
127774,127774,1998,2020
128021,128021,2000,2018
128121,128121,1997,2020
128219,128219,1995,1999
128238,128238,1996,1999
128378,128378,1995,2000
128398,128398,1995,2000
128399,128399,1996,2003
128618,128618,1997,2005
128663,128663,1998,2015
128698,133304,1998,2012
128763,128763,1998,2007
128978,010443,1957,1998
128978,128978,1999,2020
129085,129085,1997,2002
129120,129120,1998,2009
129419,129419,1995,2005
129441,129441,1999,2020
129466,129466,1998,2020
129467,129467,1997,2008
129471,129471,1994,2002
129518,129518,1998,2004
129624,129624,1996,2005
129626,026061,1991,2007
129626,180423,2008,2020
129628,129628,1994,2003
129635,012141,1984,2020
129840,129840,1998,2017
129850,129850,1998,2006
129851,129851,1998,2006
130041,130041,1998,2012
130049,130049,1997,2007
130199,130199,2008,2020
130203,130203,1996,2000
130299,130299,1999,2011
130305,130305,1998,2010
130398,130398,1998,2004
130762,005492,1950,1998
130762,130762,1999,2016
131425,131425,1995,2002
132361,012141,1984,2020
132369,132369,1998,2005
132407,132407,2001,2006
132502,132502,1997,2009
132504,132504,1996,2003
132524,132524,1998,2004
132525,132525,1999,2020
132538,132538,1998,2002
132539,132539,1998,2015
132600,132600,1996,2001
132605,132605,1995,2001
132641,132641,1996,2001
132644,132644,1997,2018
132740,132740,1997,2020
132758,139662,1998,2016
132799,132799,1998,2020
132980,132980,1998,2005
133044,133044,1997,2008
133047,133047,1999,2004
133104,133104,1998,2020
133164,133164,1995,2003
133170,133170,1996,2007
133245,133245,1994,2001
133246,133246,1998,2013
133288,133288,1998,2020
133304,133304,1998,2012
133324,133324,1998,2000
133327,133327,1998,2005
133328,133328,1998,2011
133346,133346,1998,2014
133364,133364,1998,2020
133366,133366,1998,2020
133424,133424,1998,2011
133430,133430,1997,2007
133432,133432,1998,2012
133468,133468,1998,2020
133469,133469,1997,2000
133504,133504,1998,2020
133524,133524,1997,1999
133564,133564,1998,2020
133724,063866,1995,2013
133724,007257,2015,2020
133726,133726,1997,2020
133729,133729,1995,2001
133731,133731,1997,2006
133732,133732,1997,2008
133768,133768,1998,2020
133825,133825,1998,2020
133844,133844,1998,2020
133866,133866,1998,2009
133868,133868,1998,2020
133869,133869,1998,2020
133870,133870,1997,2020
133871,133871,1998,2020
133885,133885,1998,2020
133886,024975,1990,2020
133888,133888,1997,2011
133905,133905,1998,2020
133944,133944,1998,2018
133945,133945,1998,2011
133947,133947,2006,2020
133949,133949,1997,2019
133964,133964,1997,2011
134031,061685,1994,2020
134044,134044,1997,2019
134104,134104,1998,2005
134124,134124,1998,1999
134125,134125,1998,1999
134144,003863,1963,2020
134164,134164,1997,2006
134308,134308,1998,2008
134384,134384,1998,2012
134404,134404,1998,1999
134447,134447,1997,2006
134451,004145,1955,2020
134452,134452,1995,2004
134464,134464,1997,2020
134604,134604,1998,1999
134685,134685,1996,2005
134744,134744,1995,2001
134784,134784,1997,1999
134804,134804,1997,2003
134867,134867,2000,2005
134869,141469,1998,2020
134870,134870,1995,2001
134965,134965,1998,1999
134984,134984,1996,2000
135004,135004,1997,2010
135024,135024,1995,2000
135044,135044,1998,2020
135165,135165,1997,2009
135247,003116,1981,2010
135484,135484,1996,2020
135708,135708,1995,2002
135788,135788,1998,2020
135824,135824,1996,2002
135865,135865,1997,2005
135945,135945,1998,2007
135965,135965,1998,2020
135966,064853,1995,2020
135986,135986,1998,2007
135990,135990,1998,2020
136186,136186,1998,2020
136266,136266,2001,2016
136306,136306,2004,2017
136307,136307,1999,2008
136310,136310,1998,2002
136648,136648,1998,2020
136725,136725,1998,2020
136804,003735,1970,2020
136806,136806,1999,2009
136824,136824,1995,2004
136847,136847,1995,2001
136884,136884,1998,2013
137024,137024,2003,2020
137067,137067,1998,2003
137068,137068,2011,2012
137090,137090,1998,2020
137130,137130,1998,2009
137137,137137,1995,2002
137150,137150,1994,2000
137250,137250,1998,2008
137252,137252,1998,2005
137290,137290,2001,2008
137292,137292,1998,2007
137310,137310,1998,2020
137373,137373,1998,2020
137377,137377,1997,2020
137394,137394,1995,2003
137432,137432,1998,2020
137434,137434,1998,2020
137436,137436,1998,2002
137441,137441,2012,2020
137470,150937,2000,2004
137470,015855,2005,2020
137533,137533,2001,2009
137573,137573,1998,2020
137600,137600,1998,2008
137602,137602,1998,2020
137642,137642,1998,2020
137667,137667,1998,2011
137668,137668,1997,2001
137702,137702,2000,2014
137704,137704,1998,2015
137722,032078,2016,2020
137861,137861,1998,2008
137874,137874,1999,2020
137881,137881,1998,2005
137883,137883,1995,2001
137960,137960,1994,2002
138004,018484,1989,2006
138005,138005,1995,2002
138121,138121,1995,2002
138122,138122,1998,2020
138126,019859,2012,2020
138131,138131,1996,2002
138181,138181,1994,2000
138201,138201,1997,2008
138203,138203,1995,2004
138205,138205,1998,2020
138210,138210,1998,2009
138341,138341,1998,2020
138342,138342,1998,2015
138343,003116,1981,2010
138345,061685,1994,2020
138346,138346,1997,2009
138347,138347,1995,2004
138402,138402,1998,2012
138404,138404,1995,2004
138464,138464,1997,2002
138467,138467,1997,2020
138470,138470,1997,2000
138483,138483,1999,2020
138490,138490,1995,2001
138501,138501,1998,2020
138601,138601,1998,2020
138602,138602,1996,2005
138605,138605,1995,2002
138607,138607,1996,2006
138609,138609,1999,2007
138610,138610,1998,2006
138611,138611,1997,2008
138612,138612,1996,2006
138613,003358,1971,2020
138621,138621,1998,2011
138641,138641,1998,2008
138662,138662,1998,2011
138663,138663,1995,2002
138701,138701,1997,2002
138703,018162,2011,2020
138705,138705,1995,2004
138707,138707,1998,2020
138743,138743,1999,2020
138746,138746,1997,2002
138747,021082,2012,2017
138781,138781,1998,2020
138841,138841,2011,2020
138843,138843,1996,2005
138901,138901,1998,2009
138921,138921,1998,2011
138922,138922,2012,2020
138924,138924,1995,2002
138981,138981,1995,2011
139137,139137,2000,2013
139201,139201,1995,2020
139401,139401,1998,2000
139501,139501,1993,2002
139662,139662,1998,2016
139665,004094,1963,1997
139665,139665,1998,2020
139801,139801,1999,2011
139804,139804,1998,2020
139922,139922,1997,2005
139985,139985,1998,2014
140023,140023,1999,2020
140027,140027,1997,2006
140030,140030,1998,2014
140033,135990,1998,2020
140042,140042,1998,2020
140044,140044,1998,2020
140050,140050,1999,2006
140071,140071,1997,2007
140073,140073,1998,2020
140081,140081,1996,2014
140206,100590,1996,2020
140242,140242,1999,2008
140443,140443,1998,2007
140445,140445,1998,2007
140527,140527,1997,2004
140541,140541,1998,2020
140614,140614,1998,2012
140672,140672,1998,2017
140679,140679,1998,2007
140722,140722,2000,2002
140736,182012,2006,2016
140736,006003,2017,2018
140756,140756,2000,2020
140759,140759,1998,2016
140760,100080,1993,2020
140896,140896,1998,1999
140900,140900,1996,2003
140901,176017,2006,2020
140902,140902,1998,2018
140903,140903,1998,1999
140904,140904,1998,2010
140910,140910,1998,2018
140937,140937,1999,2007
140979,028071,2015,2020
140982,140982,2007,2020
141007,141007,1996,2006
141044,141044,1998,2007
141076,141076,1998,2004
141097,030137,1993,2020
141098,061398,1994,2011
141098,126721,2012,2020
141099,141099,1998,2020
141178,141178,1998,2020
141197,141197,1998,2018
141198,141198,1998,2010
141199,141199,2010,2012
141200,141200,2000,2006
141203,141203,1997,2002
141236,141236,1998,2015
141239,141239,1998,2020
141240,141240,1998,2011
141241,141241,1998,2006
141276,141276,1999,2008
141339,141339,2004,2011
141359,141359,1998,2020
141369,141369,1997,2003
141378,141378,1999,1999
141384,141384,1998,2020
141385,141385,1998,2000
141387,151928,2000,2001
141387,061004,2002,2006
141387,151928,2007,2016
141387,022867,2017,2020
141388,141388,1998,1999
141389,141389,2002,2015
141390,141390,1997,2002
141397,141397,1997,2006
141457,141457,1998,1999
141459,141459,1999,2020
141460,141460,1999,2020
141461,141461,1998,1999
141464,121819,1998,2015
141469,141469,1998,2020
141496,141496,2001,2020
141597,141597,2007,2011
141662,141662,2014,2020
141760,141760,1998,2007
141842,141842,1998,1999
141844,141844,1999,1999
141845,141845,1998,2006
141846,141846,2002,2020
141849,175955,2004,2020
141859,141859,2003,2010
141881,141881,2001,2020
141887,141887,1999,2020
141913,141913,1998,2020
141915,141915,2000,2009
141957,141957,1999,2007
141964,141964,2005,2014
141982,141982,1999,2011
141983,141983,1997,2008
142045,142045,2003,2008
142096,142096,1999,2005
142106,142106,1998,2007
142149,142149,2001,2009
142230,142230,1998,2020
142275,142275,2011,2012
142318,142318,2001,2007
142380,142380,1996,2003
142390,142390,1995,2003
142460,142460,1999,2020
142464,142464,1999,1999
142541,142541,2000,2010
142748,142748,1999,2012
142753,142753,1996,2002
142809,142809,1998,2000
142812,142812,2002,2017
142814,142814,1999,2020
142818,142818,2000,2007
142845,142845,1999,2006
142909,142909,1999,2004
142955,140979,2001,2015
142955,028071,2016,2020
142956,142956,1999,2020
143357,143357,1998,2020
143402,143402,2002,2010
143421,010115,1978,2020
143443,143443,1998,2005
143526,143526,1999,2020
143527,143527,1997,2008
143627,143627,2010,2016
143668,143668,2000,2011
143788,143788,2006,2019
143791,143791,2005,2007
143831,143831,2011,2015
143869,143869,1997,2005
143909,143909,1998,2020
143912,143912,1999,2020
143974,143974,1999,2020
144018,144018,2001,2005
144058,144058,2001,2017
144062,144062,2002,2010
144066,144066,1998,2018
144101,144101,2003,2019
144115,315629,2014,2020
144117,144117,1999,2003
144134,144134,1999,2000
144135,144135,1999,2010
144139,144139,2002,2016
144415,144415,2000,2005
144435,144435,1999,2020
144436,144436,1999,2020
144437,144437,1999,2020
144496,144496,2000,2020
144519,186858,2011,2020
144559,144559,1999,2020
144645,144645,1995,2002
144727,144727,1999,2018
144795,144795,1999,2004
144808,144808,1999,2000
144821,144821,1996,2004
144887,144887,1999,2020
144889,144889,2000,2004
145003,145003,1999,2006
145042,145042,1999,2016
145043,177264,2005,2013
145043,007228,2014,2020
145046,145046,1999,2020
145080,145080,2002,2020
145083,145083,1999,2000
145108,145108,2006,2018
145160,145160,1998,2007
145161,145161,1997,2004
145228,145228,1999,2009
145271,145271,1999,2008
145308,145308,1999,2020
145313,145313,2000,2007
145350,145350,1999,2020
145416,145416,1999,2011
145471,114524,1996,2013
145471,024616,2014,2020
145512,145512,1999,2007
145513,145513,1997,2003
145515,145515,2000,2003
145552,145552,1999,2020
145577,145577,2005,2020
145657,145657,1999,2000
145809,145809,1999,2008
145854,010530,1966,2000
145854,145854,2001,2006
145854,183257,2007,2014
145872,145872,1995,2001
145873,145873,1998,2000
145875,004199,1950,2020
145911,145911,1997,2006
145935,145935,2002,2011
145973,145973,1999,2014
145974,145974,1995,2004
145979,145979,1999,2015
146017,146017,1999,2020
146051,146051,1999,2000
146071,146071,1999,2009
146074,146074,1997,2006
146075,146075,1999,2011
146111,146111,2000,2012
146117,146117,2001,2020
146132,146132,1998,2005
146133,146133,1996,2003
146156,146156,2001,2016
146204,146204,2000,2007
146214,146214,1995,2000
146315,146315,1995,2001
146331,146331,1996,2000
146332,146332,1998,2002
146543,146543,2002,2016
146605,146605,1998,2007
146616,146616,1999,2020
146619,146619,1999,2000
146648,146648,2002,2020
146670,146670,2007,2014
146688,146688,1998,2005
146735,146735,1998,2005
146736,146736,1999,2000
146739,146739,2000,2006
146778,162928,2008,2012
146868,146868,2000,2011
147101,147101,2000,2011
147175,120877,1997,2016
147175,001932,2017,2020
147183,147183,2003,2020
147200,004145,1955,2020
147201,147201,1998,2007
147223,147223,1999,2020
147226,147226,2001,2006
147242,147242,2000,2020
147245,147245,2005,2010
147288,147288,2000,2015
147302,147302,1997,2004
147340,147340,2000,2019
147373,147373,2002,2014
147449,016603,1982,2009
147449,101310,2010,2018
147449,035056,2019,2020
147451,147451,2000,2009
147452,147452,1998,2006
147501,147501,2002,2019
147504,147504,2012,2020
147565,147565,2000,2013
147579,147579,2000,2020
147644,147644,1997,2006
147660,147660,1999,2010
147750,147750,1999,2013
147855,147855,2002,2009
147868,147868,2000,2020
147871,147871,2002,2005
147898,147898,2001,2013
147901,147901,2001,2005
147988,147988,2004,2020
148049,148049,1997,2002
148069,148069,1996,2004
148149,148149,1998,2003
148169,148169,2002,2013
148209,148209,1996,2003
148215,148215,1997,2006
148219,148219,2000,2020
148220,148220,1996,2002
148223,148223,2000,2020
148224,148224,2001,2012
148251,148251,1998,2002
148252,148252,1998,2002
148254,148254,1997,2003
148255,148256,2000,2020
148256,148256,2000,2020
148258,148258,1996,2001
148261,148261,1999,2010
148266,148266,1996,2001
148271,163113,2003,2020
148273,148273,1996,2003
148276,148276,2000,2020
148278,148278,1996,2002
148287,148287,2000,2003
148288,017746,2012,2018
148296,148296,1998,2004
148309,148309,1998,2007
148310,148310,1997,2007
148312,148312,1996,2001
148317,148317,1997,2003
148328,148328,2000,2013
148329,148329,1998,2004
148332,164606,2003,2019
148349,148349,1999,2020
148359,148359,1997,2004
148365,148365,2000,2009
148367,148367,2004,2011
148389,148389,2001,2003
148390,148390,2000,2020
148396,148396,2012,2020
148410,148410,2000,2015
148509,148509,2002,2009
148731,148731,1997,2001
148749,148749,2000,2007
148769,148769,2001,2003
148839,148839,1998,2003
148870,148870,1999,2008
148998,148998,2000,2020
149010,149010,1999,2005
149057,149057,1996,2003
149065,149065,2001,2012
149092,149092,1999,2004
149093,149093,1997,2002
149099,149099,2009,2016
149318,149318,2000,2020
149337,149337,2000,2020
149477,149477,2000,2014
149618,149618,2000,2020
149683,149683,2003,2020
149721,149721,2000,2020
150139,150139,2000,2020
150159,150159,2000,2017
150180,150180,1998,2003
150200,150200,2008,2012
150221,150221,2001,2020
150477,150477,2000,2020
150481,150481,2000,2020
150681,150681,2005,2014
150699,150699,1996,2020
150761,150761,2000,2020
150937,150937,2000,2020
151016,151016,1997,2006
151040,151040,2001,2008
151118,151118,2000,2015
151222,151222,2000,2007
151257,151257,2000,2006
151365,151365,2002,2020
151423,151423,2001,2020
151594,151594,2002,2006
151750,151750,2002,2004
151928,061004,1995,2006
151928,151928,2007,2016
151928,022867,2017,2020
151948,007906,1979,2020
152170,152170,2003,2009
152291,152291,2001,2003
152388,152388,2010,2015
152474,152474,2000,2004
152708,152708,2001,2003
152809,152809,2001,2012
152888,152888,2012,2015
152990,152990,2010,2020
153028,153028,2003,2012
153250,153250,1997,2004
153351,153351,1995,1999
153550,153550,1997,2006
153668,153668,2001,2012
153728,153728,2001,2017
153813,153813,2001,2015
154039,154039,2000,2020
154113,154113,1999,2002
154414,154414,2005,2018
154434,187740,2010,2020
154439,154439,2002,2010
154605,154605,2003,2020
154773,154773,2010,2020
155222,155222,2004,2010
155280,155280,2001,2020
155313,155313,2003,2020
155387,155387,2010,2020
155462,155462,2011,2016
155614,155614,2000,2009
155615,155615,1998,2007
155616,155616,2001,2020
155617,155617,2001,2004
155735,155735,2000,2007
155737,174160,2004,2011
155737,001602,2012,2020
155753,165656,2002,2007
155794,155794,1998,2008
155795,155795,2000,2007
156125,156125,1998,2007
156133,156133,2001,2005
156155,156155,2000,2020
156293,156293,2001,2007
156415,156415,1998,2005
156578,156578,2001,2020
156599,156599,1998,2005
156613,156613,2001,2017
156615,156615,2000,2007
156617,156617,2003,2020
156619,156619,1999,2004
156654,006338,1958,2020
156675,156675,2001,2006
156819,156819,2002,2020
156820,156820,2001,2020
156857,035320,2018,2020
156860,156860,2000,2007
156933,156933,2002,2014
156998,156998,2004,2011
157055,157055,2001,2018
157057,157057,2001,2020
157116,157116,2002,2009
157117,157117,1999,2011
157195,157195,2000,2009
157200,157200,2003,2007
157217,157217,2002,2011
157235,157235,2003,2013
157354,157354,2003,2020
157414,157414,2001,2010
157415,157415,1999,2014
157493,157493,2002,2012
157494,157494,1999,2007
157633,162403,2001,2008
157634,157634,2002,2011
157635,157635,2001,2010
157755,157755,2002,2020
157757,157757,1999,2006
157758,157758,1999,2007
157803,157803,1998,2008
157855,157855,2002,2020
157858,185517,2005,2014
157862,157862,2002,2017
157865,157865,2001,2020
157954,157954,2002,2012
158100,158100,2005,2008
158235,158235,1998,2007
158354,158354,2002,2020
158563,158563,2002,2020
158696,158696,2002,2008
158733,158733,1999,2009
158737,158737,2001,2020
158740,158740,1999,2008
158741,158741,2002,2019
158742,158742,2003,2020
158746,025937,1991,2020
158791,158791,2005,2014
160163,160163,2002,2011
160203,160203,1999,2006
160204,032267,2016,2020
160205,179598,2005,2020
160206,160206,1999,2007
160213,160213,2004,2020
160216,160216,2001,2015
160225,160225,2003,2020
160231,160231,2000,2007
160232,160232,2002,2011
160237,025937,1991,2020
160254,160254,2000,2008
160255,160255,2002,2014
160256,017874,2013,2020
160260,160260,1999,2007
160281,160281,2007,2012
160291,160291,2012,2020
160329,160329,2002,2020
160340,160340,2002,2020
160367,160367,2008,2020
160373,160373,2003,2020
160375,160375,2002,2020
160391,160391,2011,2012
160447,160447,2002,2010
160449,160449,1999,2008
160453,160453,2002,2020
160488,160488,2002,2020
160492,160492,2002,2007
160503,160503,2002,2013
160504,182012,2006,2016
160504,006003,2017,2018
160505,160505,2002,2012
160570,160570,2002,2020
160571,160571,2003,2020
160578,032984,2018,2020
160580,160580,2003,2011
160582,160582,2005,2014
160592,160592,2005,2019
160597,160597,1999,2006
160607,160607,1999,2006
160633,160633,1999,2005
160635,160635,2006,2018
160668,160668,2002,2020
160670,160670,1999,2006
160684,160684,2002,2020
160718,160718,2002,2007
160719,160719,2002,2014
160739,160739,2002,2020
160742,160742,2002,2020
160770,160770,2002,2020
160797,160797,2003,2014
160798,160798,2002,2014
160865,160865,1998,2012
160867,160867,2000,2009
160887,160887,2002,2009
160888,160888,2002,2020
160893,160893,2002,2020
160894,160894,2004,2012
160902,160902,2002,2016
160913,160913,2002,2020
160932,160932,2000,2005
160933,160933,2000,2007
160934,160934,1999,2004
160949,009555,1966,2016
160949,038398,2018,2020
160950,160950,1999,2006
160961,160961,2005,2018
160988,160988,1999,2006
161012,161012,1999,2005
161013,161013,2002,2014
161036,161036,2002,2016
161037,161037,1999,2006
161040,161040,2004,2015
161055,161055,2002,2020
161071,161071,2002,2019
161073,161073,2001,2006
161088,161088,2005,2015
161797,161797,2001,2010
161810,161810,2002,2008
161814,013836,2007,2014
161814,174302,2015,2020
161840,161840,2006,2020
161843,161843,2002,2020
161844,161844,2002,2020
161909,161909,2003,2011
161926,161926,2001,2005
161965,161965,1999,2009
162055,162055,2004,2006
162076,162076,2002,2020
162129,162129,2002,2020
162146,162146,2007,2020
162148,162148,2012,2013
162175,162175,2001,2010
162198,162198,2002,2008
162233,162233,2005,2020
162254,162254,2003,2020
162264,162264,2002,2020
162354,162354,2002,2020
162356,162356,2002,2008
162385,162385,2003,2020
162401,162401,2002,2020
162403,162403,2001,2008
162404,162404,2004,2020
162461,162461,2006,2011
162497,021126,2013,2015
162556,162556,2000,2005
162564,162564,2005,2020
162585,162585,2003,2020
162598,162598,2006,2007
162701,162701,2002,2020
162732,018566,2012,2017
162733,162733,2002,2017
162735,162735,2011,2020
162742,162742,2003,2020
162770,027716,2015,2020
162796,162796,2002,2014
162809,162809,2003,2015
162814,162814,2004,2020
162887,162887,2003,2020
162892,162892,2004,2020
162894,162894,2002,2020
162897,162897,2002,2009
162906,007163,1950,2020
162907,162907,2003,2016
162910,162910,1999,2004
162928,162928,2008,2012
162938,162938,2000,2006
162940,162940,2004,2020
162956,162956,2003,2012
162957,162957,2004,2013
162958,025999,2012,2020
163018,163018,2010,2020
163020,163020,2001,2010
163022,163022,2000,2009
163048,163048,2004,2009
163058,163058,2010,2020
163087,163087,2001,2005
163102,163102,2000,2010
163113,163113,2003,2020
163121,020983,1988,2008
163124,163124,2009,2015
163579,163579,2003,2010
163587,163587,2003,2010
163598,163598,2013,2017
163610,163610,2003,2020
163626,163626,2007,2018
163627,163627,2002,2015
163629,163629,2003,2016
163642,163642,2006,2011
163669,014390,1987,2020
163672,163672,1999,2006
163678,163678,2003,2020
163708,163708,2011,2020
163719,163719,2001,2006
163720,163720,2000,2009
163721,163721,2001,2007
163765,163765,2008,2020
163770,163770,2000,2005
163772,163772,2003,2014
163781,163781,2000,2007
163802,163802,2011,2012
163852,163852,2001,2011
163863,163863,2005,2017
163887,163887,2003,2018
163889,163889,2003,2020
163893,031673,1993,2020
163916,163916,2003,2017
163927,163927,2003,2013
163929,163929,2000,2009
163931,163931,2006,2019
163946,163946,2003,2020
163965,163965,2009,2020
163977,163977,2001,2010
163978,163978,2003,2007
163984,163984,2006,2013
163987,163987,2003,2013
163991,163991,2003,2013
164024,164024,2011,2013
164058,164058,2001,2008
164116,164116,2003,2020
164123,164123,2002,2005
164135,164135,2008,2011
164270,164270,2004,2011
164276,164276,2010,2020
164293,164293,2004,2020
164296,164296,2003,2020
164363,164363,2004,2020
164369,164369,2003,2013
164411,164411,2005,2015
164416,164416,2003,2020
164422,164422,2003,2014
164433,014049,1986,2009
164443,164443,2011,2015
164471,164471,2003,2020
164494,164494,2005,2020
164506,164506,2003,2020
164510,031249,2015,2020
164511,164511,2008,2020
164572,164572,2003,2020
164576,164576,2009,2011
164605,164605,2001,2008
164609,164609,2003,2018
164612,164612,2003,2017
164615,184592,2009,2016
164616,164616,2004,2013
164624,164624,2003,2013
164661,164661,2005,2011
164664,164664,2003,2016
164665,164665,2000,2009
164679,164679,2003,2008
164708,164708,2003,2020
164720,164720,2008,2020
164746,164746,2008,2020
164755,164755,2003,2020
164758,164758,2000,2007
165051,165051,2003,2020
165052,165052,2003,2020
165077,165077,2000,2005
165123,165123,2005,2020
165161,165161,2011,2015
165179,010115,1978,2020
165215,165215,2005,2020
165224,165224,2003,2008
165244,165244,2003,2011
165266,165266,2006,2020
165270,165270,2003,2013
165358,165358,2003,2017
165371,165371,2002,2007
165394,165394,2006,2011
165462,163772,2003,2014
165464,165464,2000,2008
165468,165468,2003,2012
165534,165534,2004,2014
165551,165551,2003,2020
165555,165555,2003,2015
165557,165557,2003,2020
165563,165563,2012,2020
165640,165640,2003,2012
165666,165666,2001,2008
165675,013714,1970,2005
165675,165675,2006,2018
165675,013714,2019,2020
165678,165678,2003,2020
165680,165680,2002,2011
165710,165710,2007,2012
165740,165740,2003,2008
165742,165742,2003,2011
165745,029687,2015,2020
165746,165746,2003,2020
165779,165779,2001,2008
165827,165827,2005,2020
165876,165876,2007,2016
165909,165909,2003,2012
165914,165914,2003,2020
165923,165923,2003,2020
165933,165933,2004,2007
165943,165943,2003,2017
165968,165968,2010,2020
166199,166199,2001,2007
166224,166224,2006,2016
166226,166226,2004,2020
166230,166230,2007,2020
166365,166365,2001,2006
166414,166414,2004,2015
166430,166430,2008,2020
166434,166434,2004,2017
166435,166435,2004,2020
166447,166447,2011,2020
166450,166450,2001,2007
166451,166451,2004,2012
166460,166460,2005,2020
166491,166491,2005,2020
166562,166562,2004,2020
166569,166569,2002,2011
166581,166581,2005,2007
166583,001976,1953,2016
166583,032106,2017,2020
166585,166585,2001,2008
166591,166591,2004,2020
166593,166593,2004,2020
166622,166622,2001,2008
166680,166680,2003,2016
166789,166789,2005,2020
166792,166792,2006,2020
170307,170307,2010,2018
170335,170335,2010,2020
170384,170384,2011,2020
170420,170420,2010,2020
170444,170444,2006,2016
170458,170458,2007,2014
170520,170520,2010,2020
170527,170527,2009,2020
170614,170614,2009,2010
170616,170616,2010,2020
170617,170617,2010,2020
170620,170620,2012,2014
170707,170707,2011,2020
170730,170730,2012,2020
170758,170758,2010,2020
170759,170759,2007,2014
170784,170784,2011,2013
170791,170791,2013,2015
170841,170841,2010,2020
170870,170870,2012,2020
170904,170904,2007,2015
171002,171002,2010,2020
171007,171007,2009,2020
171022,171022,2010,2019
171067,171067,2009,2020
171082,171082,2011,2012
171097,171097,2007,2014
171155,171155,2010,2020
171187,171187,2012,2020
174049,174049,2004,2020
174050,174050,2001,2007
174077,174077,2004,2020
174118,174118,2004,2013
174119,174119,2004,2020
174130,174130,2001,2008
174134,174134,2004,2020
174136,174136,2004,2018
174158,179413,2006,2020
174160,001602,1982,2020
174310,174310,2006,2020
174315,163984,2006,2013
174317,174317,2004,2014
174376,174376,2008,2020
174389,174389,2004,2020
174390,174390,2004,2020
174393,174393,2006,2014
174471,174471,2001,2009
174507,174507,2002,2011
174531,174531,2007,2017
174541,174541,2004,2019
174567,174567,2004,2018
174579,181904,2007,2012
174637,174637,2004,2020
174648,174648,2004,2018
174743,174743,2001,2007
174870,174870,2004,2008
174871,174871,2001,2008
174875,174875,2003,2012
174876,013700,1986,2020
175004,175004,2004,2020
175008,175008,2004,2020
175013,175013,2008,2017
175055,175055,2004,2020
175067,175067,2005,2009
175084,175084,2002,2009
175087,175087,2003,2012
175111,175111,2003,2012
175131,175131,2005,2016
175134,175134,2012,2019
175153,175153,2001,2009
175163,175163,2005,2012
175235,175235,2008,2011
175263,175263,2004,2020
175269,175269,2007,2020
175319,175319,2003,2020
175321,175321,2004,2009
175322,175322,2003,2007
175376,175376,2004,2018
175395,126417,1997,2019
175399,175399,2001,2009
175404,175404,2005,2020
175410,175410,2011,2015
175424,175424,2005,2020
175465,009899,1984,2020
175466,175466,2007,2010
175472,175472,2012,2020
175475,175475,2008,2012
175483,175483,2004,2013
175490,175490,2004,2020
175494,175494,2008,2011
175518,175518,2004,2016
175523,175523,2004,2020
175533,175533,2006,2020
175545,175545,2007,2016
175616,175616,2006,2020
175649,175649,2012,2020
175660,161088,2005,2015
175674,175674,2006,2020
175689,175689,2004,2020
175739,175739,2002,2012
175743,175743,2002,2008
175834,175834,2008,2013
175835,175835,2001,2009
175913,175913,2003,2012
175949,175949,2002,2009
175955,175955,2004,2020
176017,176017,2006,2020
176021,176021,2004,2020
176022,176022,2004,2020
176030,003863,1963,2020
176035,176035,2004,2020
176083,176083,2004,2020
176096,176096,2009,2018
176118,176118,2004,2013
176135,061490,1994,2020
176229,176229,2006,2020
176237,176237,2004,2013
176247,176247,2004,2020
176255,176255,2005,2016
176261,176261,2005,2015
176275,176275,2003,2012
176279,176279,2001,2009
176282,006135,1960,2020
