gvkey_primary,gvkey_secondary,year,source,type
012635,025157,2019,General Research,Merger or Acquisition
016101,027845,2019,General Research,Merger or Acquisition
035056,035056,2019,General Research,Subsidiary Spin-Off
013988,064552,2019,General Research,Merger or Acquisition
013714,165675,2019,General Research,Merger or Acquisition
024856,005902,2020,General Research,Merger or Acquisition
010983,008972,2020,General Research,Subsidiary Spin-Off
001161,022325,2020,General Research,Merger or Acquisition
157855,035133,2020,General Research,Merger or Acquisition
028272,062263,2020,General Research,Merger or Acquisition
007163,162906,2020,General Research,Merger or Acquisition
007908,223911,2020,General Research,Merger or Acquisition
009299,001914,1985,SDC Platinum - Automated,Merger or Acquisition
008762,009126,1985,SDC Platinum - Automated,Merger or Acquisition
009267,009653,1985,SDC Platinum - Automated,Merger or Acquisition
007363,010896,1985,SDC Platinum - Automated,Merger or Acquisition
008852,001643,1986,SDC Platinum - Automated,Merger or Acquisition
012262,002039,1986,SDC Platinum - Automated,Merger or Acquisition
003650,002599,1986,SDC Platinum - Automated,Merger or Acquisition
014358,003194,1986,SDC Platinum - Automated,Merger or Acquisition
007125,008274,1986,SDC Platinum - Automated,Merger or Acquisition
004327,008629,1986,SDC Platinum - Automated,Merger or Acquisition
005592,009223,1986,SDC Platinum - Automated,Merger or Acquisition
010888,010448,1986,SDC Platinum - Automated,Merger or Acquisition
012581,011018,1986,SDC Platinum - Automated,Merger or Acquisition
003735,011413,1986,SDC Platinum - Automated,Merger or Acquisition
010601,012564,1986,SDC Platinum - Automated,Merger or Acquisition
012822,013524,1986,SDC Platinum - Automated,Merger or Acquisition
005254,014570,1986,SDC Platinum - Automated,Merger or Acquisition
001912,023606,1986,SDC Platinum - Automated,Merger or Acquisition
006104,001664,1987,SDC Platinum - Automated,Merger or Acquisition
013436,002864,1987,SDC Platinum - Automated,Merger or Acquisition
002943,003092,1987,SDC Platinum - Automated,Merger or Acquisition
005047,005013,1987,SDC Platinum - Automated,Merger or Acquisition
014358,006478,1987,SDC Platinum - Automated,Merger or Acquisition
005825,007599,1987,SDC Platinum - Automated,Merger or Acquisition
012351,008331,1987,SDC Platinum - Automated,Merger or Acquisition
010946,008575,1987,SDC Platinum - Automated,Merger or Acquisition
002146,011007,1987,SDC Platinum - Automated,Merger or Acquisition
014314,011669,1987,SDC Platinum - Automated,Merger or Acquisition
010453,011673,1987,SDC Platinum - Automated,Merger or Acquisition
002366,011868,1987,SDC Platinum - Automated,Merger or Acquisition
007099,014461,1987,SDC Platinum - Automated,Merger or Acquisition
004735,014641,1987,SDC Platinum - Automated,Merger or Acquisition
012389,015263,1987,SDC Platinum - Automated,Merger or Acquisition
008286,001412,1988,SDC Platinum - Automated,Merger or Acquisition
010867,002100,1988,SDC Platinum - Automated,Merger or Acquisition
002252,003049,1988,SDC Platinum - Automated,Merger or Acquisition
006490,006489,1988,SDC Platinum - Automated,Merger or Acquisition
007898,007956,1988,SDC Platinum - Automated,Merger or Acquisition
009850,009432,1988,SDC Platinum - Automated,Merger or Acquisition
010150,010809,1988,SDC Platinum - Automated,Merger or Acquisition
006714,011197,1988,SDC Platinum - Automated,Merger or Acquisition
001318,013527,1988,SDC Platinum - Automated,Merger or Acquisition
004781,013571,1988,SDC Platinum - Automated,Merger or Acquisition
011800,014210,1988,SDC Platinum - Automated,Merger or Acquisition
014362,016672,1988,SDC Platinum - Automated,Merger or Acquisition
006579,016717,1988,SDC Platinum - Automated,Merger or Acquisition
003013,024762,1988,SDC Platinum - Automated,Merger or Acquisition
004839,025438,1988,SDC Platinum - Automated,Merger or Acquisition
004839,001831,1989,SDC Platinum - Automated,Merger or Acquisition
011669,005235,1989,SDC Platinum - Automated,Merger or Acquisition
015269,006603,1989,SDC Platinum - Automated,Merger or Acquisition
018597,008585,1989,SDC Platinum - Automated,Merger or Acquisition
010672,010495,1989,SDC Platinum - Automated,Merger or Acquisition
011971,011173,1989,SDC Platinum - Automated,Merger or Acquisition
014856,012729,1989,SDC Platinum - Automated,Merger or Acquisition
006856,012899,1989,SDC Platinum - Automated,Merger or Acquisition
012949,013530,1989,SDC Platinum - Automated,Merger or Acquisition
003022,013921,1989,SDC Platinum - Automated,Merger or Acquisition
002137,015622,1989,SDC Platinum - Automated,Merger or Acquisition
003281,024303,1989,SDC Platinum - Automated,Merger or Acquisition
023221,004176,1990,SDC Platinum - Automated,Merger or Acquisition
001487,006089,1990,SDC Platinum - Automated,Merger or Acquisition
005557,006721,1990,SDC Platinum - Automated,Merger or Acquisition
014530,012394,1990,SDC Platinum - Automated,Merger or Acquisition
001054,014404,1990,SDC Platinum - Automated,Merger or Acquisition
007216,023133,1990,SDC Platinum - Automated,Merger or Acquisition
003730,001497,1991,SDC Platinum - Automated,Merger or Acquisition
003011,002901,1991,SDC Platinum - Automated,Merger or Acquisition
003229,004169,1991,SDC Platinum - Automated,Merger or Acquisition
014808,006423,1991,SDC Platinum - Automated,Merger or Acquisition
001365,011661,1991,SDC Platinum - Automated,Merger or Acquisition
023667,012296,1991,SDC Platinum - Automated,Merger or Acquisition
005905,014066,1991,SDC Platinum - Automated,Merger or Acquisition
010999,004751,1992,SDC Platinum - Automated,Merger or Acquisition
004839,010660,1992,SDC Platinum - Automated,Merger or Acquisition
024166,012243,1992,SDC Platinum - Automated,Merger or Acquisition
011389,014944,1992,SDC Platinum - Automated,Merger or Acquisition
016832,016728,1992,SDC Platinum - Automated,Merger or Acquisition
009611,025233,1992,SDC Platinum - Automated,Merger or Acquisition
015466,029036,1992,SDC Platinum - Automated,Merger or Acquisition
001430,005885,1993,SDC Platinum - Automated,Merger or Acquisition
030009,010255,1993,SDC Platinum - Automated,Merger or Acquisition
007261,014168,1993,SDC Platinum - Automated,Merger or Acquisition
012516,014887,1993,SDC Platinum - Automated,Merger or Acquisition
009880,016673,1993,SDC Platinum - Automated,Merger or Acquisition
002281,016767,1993,SDC Platinum - Automated,Merger or Acquisition
004640,016801,1993,SDC Platinum - Automated,Merger or Acquisition
004700,016995,1993,SDC Platinum - Automated,Merger or Acquisition
004690,017004,1993,SDC Platinum - Automated,Merger or Acquisition
005786,017034,1993,SDC Platinum - Automated,Merger or Acquisition
001619,017045,1993,SDC Platinum - Automated,Merger or Acquisition
011861,017106,1993,SDC Platinum - Automated,Merger or Acquisition
004700,018704,1993,SDC Platinum - Automated,Merger or Acquisition
004710,020023,1993,SDC Platinum - Automated,Merger or Acquisition
002269,022805,1993,SDC Platinum - Automated,Merger or Acquisition
014201,024657,1993,SDC Platinum - Automated,Merger or Acquisition
027928,025126,1993,SDC Platinum - Automated,Merger or Acquisition
018467,061502,1993,SDC Platinum - Automated,Merger or Acquisition
015504,113036,1993,SDC Platinum - Automated,Merger or Acquisition
023819,004412,1994,SDC Platinum - Automated,Merger or Acquisition
014390,015079,1994,SDC Platinum - Automated,Merger or Acquisition
015582,015622,1994,SDC Platinum - Automated,Merger or Acquisition
004680,016825,1994,SDC Platinum - Automated,Merger or Acquisition
005501,017154,1994,SDC Platinum - Automated,Merger or Acquisition
011861,017165,1994,SDC Platinum - Automated,Merger or Acquisition
010071,017235,1994,SDC Platinum - Automated,Merger or Acquisition
026101,020251,1994,SDC Platinum - Automated,Merger or Acquisition
002124,024165,1994,SDC Platinum - Automated,Merger or Acquisition
025078,024811,1994,SDC Platinum - Automated,Merger or Acquisition
024069,001262,1995,SDC Platinum - Automated,Merger or Acquisition
010519,004250,1995,SDC Platinum - Automated,Merger or Acquisition
003946,005345,1995,SDC Platinum - Automated,Merger or Acquisition
013587,007720,1995,SDC Platinum - Automated,Merger or Acquisition
028169,015065,1995,SDC Platinum - Automated,Merger or Acquisition
004679,016765,1995,SDC Platinum - Automated,Merger or Acquisition
004694,016992,1995,SDC Platinum - Automated,Merger or Acquisition
017150,017119,1995,SDC Platinum - Automated,Merger or Acquisition
017095,018360,1995,SDC Platinum - Automated,Merger or Acquisition
011896,025456,1995,SDC Platinum - Automated,Merger or Acquisition
004710,026078,1995,SDC Platinum - Automated,Merger or Acquisition
010453,028279,1995,SDC Platinum - Automated,Merger or Acquisition
010992,028479,1995,SDC Platinum - Automated,Merger or Acquisition
017167,029491,1995,SDC Platinum - Automated,Merger or Acquisition
022791,031663,1995,SDC Platinum - Automated,Merger or Acquisition
030493,062463,1995,SDC Platinum - Automated,Merger or Acquisition
025282,065869,1995,SDC Platinum - Automated,Merger or Acquisition
025801,113036,1995,SDC Platinum - Automated,Merger or Acquisition
007127,010108,1996,SDC Platinum - Automated,Merger or Acquisition
009673,010399,1996,SDC Platinum - Automated,Merger or Acquisition
005439,014861,1996,SDC Platinum - Automated,Merger or Acquisition
005169,014890,1996,SDC Platinum - Automated,Merger or Acquisition
006066,018087,1996,SDC Platinum - Automated,Merger or Acquisition
030550,029527,1996,SDC Platinum - Automated,Merger or Acquisition
007561,002634,1997,SDC Platinum - Automated,Merger or Acquisition
009332,006956,1997,SDC Platinum - Automated,Merger or Acquisition
066591,009906,1997,SDC Platinum - Automated,Merger or Acquisition
023946,011754,1997,SDC Platinum - Automated,Merger or Acquisition
006096,013333,1997,SDC Platinum - Automated,Merger or Acquisition
062599,014264,1997,SDC Platinum - Automated,Merger or Acquisition
028264,022776,1997,SDC Platinum - Automated,Merger or Acquisition
010868,023921,1997,SDC Platinum - Automated,Merger or Acquisition
030416,029980,1997,SDC Platinum - Automated,Merger or Acquisition
006565,060982,1997,SDC Platinum - Automated,Merger or Acquisition
005399,061160,1997,SDC Platinum - Automated,Merger or Acquisition
010992,061714,1997,SDC Platinum - Automated,Merger or Acquisition
005047,064216,1997,SDC Platinum - Automated,Merger or Acquisition
008015,103307,1997,SDC Platinum - Automated,Merger or Acquisition
004961,137357,1997,SDC Platinum - Automated,Merger or Acquisition
017616,002449,1998,SDC Platinum - Automated,Merger or Acquisition
024395,010388,1998,SDC Platinum - Automated,Merger or Acquisition
002137,024357,1998,SDC Platinum - Automated,Merger or Acquisition
017144,028934,1998,SDC Platinum - Automated,Merger or Acquisition
016778,061788,1998,SDC Platinum - Automated,Merger or Acquisition
004140,062585,1998,SDC Platinum - Automated,Merger or Acquisition
113270,062669,1998,SDC Platinum - Automated,Merger or Acquisition
061777,063929,1998,SDC Platinum - Automated,Merger or Acquisition
024395,064425,1998,SDC Platinum - Automated,Merger or Acquisition
061595,113498,1998,SDC Platinum - Automated,Merger or Acquisition
009786,132405,1998,SDC Platinum - Automated,Merger or Acquisition
024216,003033,1999,SDC Platinum - Automated,Merger or Acquisition
004675,003172,1999,SDC Platinum - Automated,Merger or Acquisition
003413,008171,1999,SDC Platinum - Automated,Merger or Acquisition
003502,010004,1999,SDC Platinum - Automated,Merger or Acquisition
061439,020969,1999,SDC Platinum - Automated,Merger or Acquisition
030255,024854,1999,SDC Platinum - Automated,Merger or Acquisition
013990,025431,1999,SDC Platinum - Automated,Merger or Acquisition
142955,031687,1999,SDC Platinum - Automated,Merger or Acquisition
063551,062474,1999,SDC Platinum - Automated,Merger or Acquisition
003980,063021,1999,SDC Platinum - Automated,Merger or Acquisition
062599,063589,1999,SDC Platinum - Automated,Merger or Acquisition
001034,064840,1999,SDC Platinum - Automated,Merger or Acquisition
061706,121615,1999,SDC Platinum - Automated,Merger or Acquisition
122149,124195,1999,SDC Platinum - Automated,Merger or Acquisition
003863,134144,1999,SDC Platinum - Automated,Merger or Acquisition
014447,212778,1999,SDC Platinum - Automated,Merger or Acquisition
008546,001115,2000,SDC Platinum - Automated,Merger or Acquisition
007974,003206,2000,SDC Platinum - Automated,Merger or Acquisition
029356,009545,2000,SDC Platinum - Automated,Merger or Acquisition
201088,012479,2000,SDC Platinum - Automated,Merger or Acquisition
002137,014100,2000,SDC Platinum - Automated,Merger or Acquisition
001919,020583,2000,SDC Platinum - Automated,Merger or Acquisition
028378,022536,2000,SDC Platinum - Automated,Merger or Acquisition
127797,027948,2000,SDC Platinum - Automated,Merger or Acquisition
117035,028513,2000,SDC Platinum - Automated,Merger or Acquisition
116004,028975,2000,SDC Platinum - Automated,Merger or Acquisition
001581,029689,2000,SDC Platinum - Automated,Merger or Acquisition
025282,061586,2000,SDC Platinum - Automated,Merger or Acquisition
020421,065701,2000,SDC Platinum - Automated,Merger or Acquisition
107631,117024,2000,SDC Platinum - Automated,Merger or Acquisition
007980,124174,2000,SDC Platinum - Automated,Merger or Acquisition
101206,126836,2000,SDC Platinum - Automated,Merger or Acquisition
013683,222643,2000,SDC Platinum - Automated,Merger or Acquisition
024216,006178,2001,SDC Platinum - Automated,Merger or Acquisition
127179,013228,2001,SDC Platinum - Automated,Merger or Acquisition
014934,015168,2001,SDC Platinum - Automated,Merger or Acquisition
003144,029434,2001,SDC Platinum - Automated,Merger or Acquisition
006097,029642,2001,SDC Platinum - Automated,Merger or Acquisition
117768,064984,2001,SDC Platinum - Automated,Merger or Acquisition
027598,106250,2001,SDC Platinum - Automated,Merger or Acquisition
003980,146314,2001,SDC Platinum - Automated,Merger or Acquisition
155277,003848,2002,SDC Platinum - Automated,Merger or Acquisition
008626,008644,2002,SDC Platinum - Automated,Merger or Acquisition
008030,012516,2002,SDC Platinum - Automated,Merger or Acquisition
060887,028190,2002,SDC Platinum - Automated,Merger or Acquisition
009359,061573,2002,SDC Platinum - Automated,Merger or Acquisition
019124,063672,2002,SDC Platinum - Automated,Merger or Acquisition
012141,129635,2002,SDC Platinum - Automated,Merger or Acquisition
010860,003033,2003,SDC Platinum - Automated,Merger or Acquisition
003639,004223,2003,SDC Platinum - Automated,Merger or Acquisition
009867,008326,2003,SDC Platinum - Automated,Merger or Acquisition
001545,012956,2003,SDC Platinum - Automated,Merger or Acquisition
006097,029069,2003,SDC Platinum - Automated,Merger or Acquisition
155736,030215,2003,SDC Platinum - Automated,Merger or Acquisition
061737,031530,2003,SDC Platinum - Automated,Merger or Acquisition
129851,064029,2003,SDC Platinum - Automated,Merger or Acquisition
001243,103159,2003,SDC Platinum - Automated,Merger or Acquisition
008702,125575,2003,SDC Platinum - Automated,Merger or Acquisition
018332,156653,2003,SDC Platinum - Automated,Merger or Acquisition
005980,007448,2004,SDC Platinum - Automated,Merger or Acquisition
161984,024412,2004,SDC Platinum - Automated,Merger or Acquisition
019318,025739,2004,SDC Platinum - Automated,Merger or Acquisition
002710,028403,2004,SDC Platinum - Automated,Merger or Acquisition
002002,029515,2004,SDC Platinum - Automated,Merger or Acquisition
156155,030493,2004,SDC Platinum - Automated,Merger or Acquisition
015110,063637,2004,SDC Platinum - Automated,Merger or Acquisition
016985,064546,2004,SDC Platinum - Automated,Merger or Acquisition
010860,065091,2004,SDC Platinum - Automated,Merger or Acquisition
133304,128698,2004,SDC Platinum - Automated,Merger or Acquisition
020075,143463,2004,SDC Platinum - Automated,Merger or Acquisition
005284,012702,2005,SDC Platinum - Automated,Merger or Acquisition
006003,024190,2005,SDC Platinum - Automated,Merger or Acquisition
164333,024412,2005,SDC Platinum - Automated,Merger or Acquisition
024409,066582,2005,SDC Platinum - Automated,Merger or Acquisition
015274,166482,2005,SDC Platinum - Automated,Merger or Acquisition
001976,166583,2005,SDC Platinum - Automated,Merger or Acquisition
011721,006207,2006,SDC Platinum - Automated,Merger or Acquisition
142541,006608,2006,SDC Platinum - Automated,Merger or Acquisition
176595,021149,2006,SDC Platinum - Automated,Merger or Acquisition
065042,028461,2006,SDC Platinum - Automated,Merger or Acquisition
006097,061255,2006,SDC Platinum - Automated,Merger or Acquisition
101352,062599,2006,SDC Platinum - Automated,Merger or Acquisition
006512,001577,2007,SDC Platinum - Automated,Merger or Acquisition
065142,001651,2007,SDC Platinum - Automated,Merger or Acquisition
011228,004802,2007,SDC Platinum - Automated,Merger or Acquisition
176595,025921,2007,SDC Platinum - Automated,Merger or Acquisition
012635,061355,2007,SDC Platinum - Automated,Merger or Acquisition
061321,061546,2007,SDC Platinum - Automated,Merger or Acquisition
012233,118733,2007,SDC Platinum - Automated,Merger or Acquisition
009135,001246,2008,SDC Platinum - Automated,Merger or Acquisition
007152,006000,2008,SDC Platinum - Automated,Merger or Acquisition
031456,025540,2008,SDC Platinum - Automated,Merger or Acquisition
006066,064386,2008,SDC Platinum - Automated,Merger or Acquisition
016956,116906,2008,SDC Platinum - Automated,Merger or Acquisition
176644,160837,2008,SDC Platinum - Automated,Merger or Acquisition
001704,031483,2009,SDC Platinum - Automated,Merger or Acquisition
106210,108558,2009,SDC Platinum - Automated,Merger or Acquisition
003735,006370,2010,SDC Platinum - Automated,Merger or Acquisition
212782,024759,2010,SDC Platinum - Automated,Merger or Acquisition
141641,165467,2010,SDC Platinum - Automated,Merger or Acquisition
001891,185571,2010,SDC Platinum - Automated,Merger or Acquisition
012994,012294,2011,SDC Platinum - Automated,Merger or Acquisition
192255,029829,2011,SDC Platinum - Automated,Merger or Acquisition
064404,061061,2011,SDC Platinum - Automated,Merger or Acquisition
179060,185218,2011,SDC Platinum - Automated,Merger or Acquisition
025627,015077,2012,SDC Platinum - Automated,Merger or Acquisition
003662,019911,2012,SDC Platinum - Automated,Merger or Acquisition
007346,009715,2013,SDC Platinum - Automated,Merger or Acquisition
018049,026067,2013,SDC Platinum - Automated,Merger or Acquisition
013649,031159,2013,SDC Platinum - Automated,Merger or Acquisition
008007,118525,2013,SDC Platinum - Automated,Merger or Acquisition
025627,146212,2013,SDC Platinum - Automated,Merger or Acquisition
007750,148356,2013,SDC Platinum - Automated,Merger or Acquisition
187740,154434,2013,SDC Platinum - Automated,Merger or Acquisition
170396,176762,2013,SDC Platinum - Automated,Merger or Acquisition
126721,002295,2014,SDC Platinum - Automated,Merger or Acquisition
012142,007331,2014,SDC Platinum - Automated,Merger or Acquisition
010793,009411,2014,SDC Platinum - Automated,Merger or Acquisition
103487,116787,2014,SDC Platinum - Automated,Merger or Acquisition
001050,008423,2015,SDC Platinum - Automated,Merger or Acquisition
002369,061153,2015,SDC Platinum - Automated,Merger or Acquisition
031265,065214,2015,SDC Platinum - Automated,Merger or Acquisition
003969,065739,2015,SDC Platinum - Automated,Merger or Acquisition
118502,160839,2015,SDC Platinum - Automated,Merger or Acquisition
062290,061763,2016,SDC Platinum - Automated,Merger or Acquisition
014390,163669,2016,SDC Platinum - Automated,Merger or Acquisition
124042,003855,2017,SDC Platinum - Automated,Merger or Acquisition
006821,106989,2017,SDC Platinum - Automated,Merger or Acquisition
007291,107751,2017,SDC Platinum - Automated,Merger or Acquisition
174531,177127,2017,SDC Platinum - Automated,Merger or Acquisition
003226,031137,2018,SDC Platinum - Automated,Merger or Acquisition
277846,013128,2019,SDC Platinum - Automated,Merger or Acquisition
017420,025676,2020,SDC Platinum - Automated,Merger or Acquisition
003746,006498,1975,SDC Platinum - Manual,Subsidiary Listing
008543,005055,1985,SDC Platinum - Manual,Merger or Acquisition
008543,013302,1986,SDC Platinum - Manual,Subsidiary Listing
005055,003746,1988,SDC Platinum - Manual,Merger or Acquisition
008543,179621,2006,SDC Platinum - Manual,Subsidiary Listing
005055,005055,2007,SDC Platinum - Manual,Subsidiary Spin-Off
005568,012978,2015,SDC Platinum - Manual,Merger or Acquisition
